,oddsHomeTeam,oddsAwayTeam,bookie,homeScoreOddsImplied,awayScoreOddsImplied,sport,homeMoneyLine,awayMoneyLine,gameLine,homeCover,awayCover,overUnder,over,under,homeTeamAbbrev,awayTeamAbbrev,homeScore,awayScore,homeTeam,awayTeam,homeGameScoreStd,awayGameScoreStd,season,p_homeCover,p_awayCover,p_over,p_under,p_homeWin,p_awayWin,p_homeCoverOver,p_homeCoverUnder,p_awayCoverOver,p_awayCoverUnder,p_homeWinOver,p_homeWinUnder,p_awayWinOver,p_awayWinUnder,p_homeCoverAwayWin,p_awayCoverHomeWin,p_homeCoverOverAwayWin,p_homeCoverUnderAwayWin,p_awayCoverOverHomeWin,p_awayCoverUnderHomeWin,k_homeCover,r_homeCover,k_awayCover,r_awayCover,k_over,r_over,k_under,r_under,k_homeWin,r_homeWin,k_awayWin,r_awayWin,k_homeCoverOver,r_homeCoverOver,k_awayCoverOver,r_awayCoverOver,k_homeCoverUnder,r_homeCoverUnder,k_awayCoverUnder,r_awayCoverUnder,k_homeWinOver,r_homeWinOver,k_awayWinOver,r_awayWinOver,k_homeWinUnder,r_homeWinUnder,k_awayWinUnder,r_awayWinUnder
36,Denver Nuggets,San Antonio Spurs,DraftKings,120.0,108.5,NBA,-700.0,500.0,11.5,-110.0,-110.0,228.5,-110.0,-110.0,DEN,SA,118.81330072028656,104.6266071815251,Denver Nuggets,San Antonio Spurs,15.799129722867653,14.957021762369672,2024.0,0.543842,0.45609800000000006,0.41628,0.5836600000000001,0.74031,0.25969,0.23797599999999997,0.30586599999999997,0.178304,0.27779400000000004,0.313692,0.41904299999999994,0.09680499999999999,0.15525,0.0,0.188893,0.0,0.0,0.075716,0.113177,0.04206820000000011,0.0016088485920363739,-0.14219419999999988,0.0,-0.225812,0.0,0.12568600000000013,0.014360882360000046,-1.0775199999999998,0.0,0.11162799999999998,0.06230405191999997,-0.05066945454545457,0.0,-0.13294448484848484,0.0,0.04293645454545453,0.004866943300385452,0.004231121212121325,4.726230091879025e-05,-0.26792494915254234,0.0,0.010374856459330131,0.0011248134064653075,-0.07329344067796623,0.0,0.07441267942583732,0.05786422968002391
37,Atlanta Falcons,New Orleans Saints,DraftKings,19.75,21.75,NFL,110.0,-130.0,-2.0,-108.0,-112.0,41.5,-110.0,-110.0,ATL,NO,16.218243620782935,19.822236362675312,Atlanta Falcons,New Orleans Saints,11.5974135047432,11.057928276932246,2023.0,0.5003219999999999,0.493039,0.346062,0.653938,0.448481,0.551519,0.172565,0.32775699999999997,0.171652,0.321387,0.16614900000000002,0.245382,0.17557,0.338999,0.014891,0.0,0.002073,0.012818,0.0,0.0,-0.03933024000000018,0.0,-0.0747573199999999,0.0,-0.3732698000000001,0.0,0.2732698,0.06788762144730914,-0.052899909090909025,0.0,-0.03150629999999999,0.0,-0.1361794029850746,0.0,-0.14572271264367817,0.0,0.07692005970149252,0.015856744166409534,0.061382019157088075,0.009833833439840936,-0.11087791029900332,0.0,-0.17082915966386558,0.0,-0.005321654485049843,0.0,0.061267487394957965,0.008933817927825372
38,Boston Celtics,Atlanta Hawks,DraftKings,121.75,114.25,NBA,-325.0,260.0,7.5,-110.0,-110.0,236.0,-110.0,-110.0,BOS,ATL,122.6581727758809,113.3647935073161,Boston Celtics,Atlanta Hawks,19.10272020980047,14.364647092100316,2024.0,0.530841,0.469165,0.49534300000000003,0.487916,0.652934,0.347066,0.306897,0.21491,0.18844599999999997,0.27300599999999997,0.360298,0.274081,0.128136,0.205628,0.0,0.114236,0.0,0.0,0.05340100000000001,0.059171,0.014766100000000004,0.00019821609928181918,-0.11475350000000001,0.0,-0.059779699999999936,0.0,-0.07537640000000001,0.0,-0.4750304999999998,0.0,0.09593753846153846,0.02393042934375385,0.0443579848484848,0.005194545364320599,-0.11896081818181817,0.0,-0.08247257575757577,0.0,-0.0023705151515151512,0.0,-0.06617,0.0,-0.02039279045996592,0.0,-0.20986499999999997,0.0,0.07030057240204432,0.029010540717923278
39,Texas A&M-Commerce Lions,Denver Pioneers,DraftKings,79.0,77.0,NCAAB,-125.0,105.0,2.0,-110.0,-110.0,156.0,-110.0,-110.0,TAMC,DEN,66.00868788286375,89.83429243898739,Texas A&M-Commerce Lions,Denver Pioneers,27.43676712873057,16.281453076605732,2024.0,0.210652,0.779931,0.5074369999999999,0.479469,0.234307,0.765693,0.160418,0.048050999999999996,0.340966,0.42846799999999996,0.17276200000000003,0.054203999999999995,0.328316,0.422052,0.0,0.009493999999999999,0.0,0.0,0.0062910000000000015,0.0032030000000000006,-0.6576308,0.0,0.5378551,0.2629891896327365,-0.0343823000000002,0.0,-0.09311510000000017,0.0,-0.7228092499999998,0.0,0.5425434761904762,0.3090710947346879,-0.15760548484848486,0.0,0.0913319090909091,0.02202160651202182,-0.3125357424242424,0.0,0.211978606060606,0.11862821368832965,-0.1662699672131147,0.0,0.09749675601374572,0.027661346730623242,-0.33341731147540987,0.0,0.22344443986254295,0.14528878552296304
40,Eastern Michigan Eagles,North Dakota Fighting Hawks,DraftKings,70.75,73.75,NCAAB,124.0,-148.0,-3.0,-110.0,-110.0,144.5,-110.0,-110.0,EMU,UND,75.17338863175267,66.62204183730569,Eastern Michigan Eagles,North Dakota Fighting Hawks,21.04914883473122,19.756011743264377,2024.0,0.648901,0.338103,0.464951,0.53489,0.616183,0.38381699999999996,0.311192,0.337709,0.14784099999999997,0.190262,0.293399,0.316098,0.165577,0.211395,0.026032,0.0,0.011817999999999997,0.014214000000000001,0.0,0.0,0.2626920999999999,0.06273376309309994,-0.3899837,0.0,-0.12360289999999996,0.0,0.023268999999999984,0.0004922239645454557,0.30665316129032266,0.11660484004839236,-0.5281338400000001,0.0,0.05027987878787882,0.0066740947968388035,-0.17494650000000003,0.0,0.086841196969697,0.019909278816582436,-0.11645693939393942,0.0,0.07797186585365853,0.019941126916219024,-0.21370618181818182,0.0,0.1075912926829268,0.03796890693668095,-0.14706181818181813,0.0
41,SMU Mustangs,UL Monroe Warhawks,DraftKings,77.0,61.0,NCAAB,-2400.0,1200.0,16.0,-110.0,-110.0,138.0,-110.0,-110.0,SMU,ULM,78.16069862882689,42.01586263938019,SMU Mustangs,UL Monroe Warhawks,13.550522745144066,31.10439411615879,2024.0,0.650601,0.33681099999999997,0.365826,0.621107,0.8218329999999999,0.17816700000000008,0.146148,0.49665400000000004,0.21456799999999998,0.11770499999999999,0.230054,0.577134,0.130848,0.040834,0.0,0.15482199999999996,0.0,0.0,0.078796,0.07373199999999999,0.26626209999999995,0.06445045990582729,-0.3926969000000001,0.0,-0.3317654000000001,0.0,0.20432469999999991,0.03795325730008181,-3.454175000000002,0.0,0.10968091666666675,0.14435884177008357,-0.17728078787878787,0.0,-0.08294412121212125,0.0,0.30599263636363644,0.2471871428631492,-0.2164976515151515,0.0,-0.5476692323232324,0.0,0.09435967086481947,0.21208726510978038,0.14999662626262633,0.02227399801126832,0.0005667455919395534,7.650997481713013e-06
42,Bowling Green Falcons,Canisius Golden Griffins,DraftKings,72.0,74.0,NCAAB,105.0,-125.0,-2.0,-110.0,-110.0,146.0,-110.0,-110.0,BGSU,CAN,68.32409243984476,73.83089835992529,Bowling Green Falcons,Canisius Golden Griffins,11.984712484383316,22.996376526168927,2024.0,0.435887,0.5486449999999999,0.435423,0.549108,0.41313549999999993,0.5868645000000001,0.09713199999999998,0.333037,0.33259,0.20706200000000002,0.085936,0.3144,0.344096,0.22545300000000001,0.015186999999999996,0.0,0.005805000000000001,0.009381999999999998,0.0,0.0,-0.1846373,0.0,0.05215449999999988,0.0024728107911363554,-0.18561170000000005,0.0,0.053126800000000085,0.0025658698893090974,-0.14578307142857155,0.0,0.07044512500000033,0.003970012509012543,-0.24486345454545455,0.0,0.07978318181818178,0.016804540106727266,0.08039950000000007,0.017065170144660035,-0.09329330303030298,0.0,-0.22817534020618552,0.0,0.07528288524590165,0.013828731258712134,0.07879862542955329,0.018068840005498302,-0.0919842950819672,0.0
43,Cleveland Cavaliers,Toronto Raptors,DraftKings,110.5,109.0,NBA,-130.0,110.0,1.5,-110.0,-110.0,219.5,-110.0,-110.0,CLE,TOR,109.36085369415804,109.24538622694618,Cleveland Cavaliers,Toronto Raptors,14.13885224681066,19.75048221231693,2024.0,0.461905,0.538104,0.503756,0.49625299999999994,0.48742399999999997,0.512576,0.18623699999999999,0.275668,0.31751899999999994,0.220585,0.19422200000000003,0.28461,0.30109099999999994,0.20290199999999997,0.0,0.016927,0.0,0.0,0.007984999999999999,0.008941999999999999,-0.12999950000000005,0.0,0.0300184,0.0008191857623272782,-0.04211240000000005,0.0,-0.057868700000000106,0.0,-0.1789248,0.0,0.06946327272727282,0.00530766088378183,-0.12200656060606063,0.0,0.059003469696969624,0.009190920911782398,0.0012998181818182353,4.460352087273083e-06,-0.0746479545454545,0.0,-0.14434018487394953,0.0,0.068895318936877,0.014287160563956148,-0.015974033613445404,0.0,-0.061914611295681155,0.0
44,Las Vegas Raiders,Kansas City Chiefs,DraftKings,17.25,26.25,NFL,380.0,-500.0,-9.0,-112.0,-108.0,43.5,-108.0,-112.0,LV,KC,15.04615136029802,31.116810427889156,Las Vegas Raiders,Kansas City Chiefs,7.85615630694756,12.620770118492706,2023.0,0.316413,0.673442,0.5347439999999999,0.465264,0.2019095,0.7980905,0.229958,0.08645499999999999,0.300729,0.37271300000000007,0.17019600000000001,0.023492999999999997,0.354698,0.43518000000000007,0.10628300000000002,0.0,0.049912,0.056371000000000004,0.0,0.0,-0.44920443999999987,0.0,0.32075936,0.09526533984037924,0.03226751999999977,0.0009640674508799853,-0.13364031999999992,0.0,-0.00811431578947372,0.0,-0.21145699999999978,0.0,-0.06062388679245284,0.0,0.042695420664206674,0.004940056142829561,-0.26763220930232556,0.0,0.13600092452830198,0.04901506640226516,0.06949163106796118,0.03979167513712157,-0.1378989465648855,0.0,-0.09721243881334982,0.0,-0.009560157480314802,0.0
45,Central Arkansas Bears,New Orleans Privateers,DraftKings,74.5,78.5,NCAAB,145.0,-175.0,-4.0,-110.0,-110.0,153.0,-110.0,-110.0,CARK,UNO,67.31420708851526,73.93217883910343,Central Arkansas Bears,New Orleans Privateers,16.212429094458887,26.33827560613568,2024.0,0.453474,0.533311,0.349661,0.637992,0.4083775,0.5916224999999999,0.09277800000000001,0.355989,0.252722,0.27315700000000004,0.077389,0.320526,0.268461,0.30843400000000004,0.038675,0.0,0.011578,0.026431000000000003,0.0,0.0,-0.14770460000000013,0.0,0.019953099999999946,0.00036193290873636126,-0.3657119,0.0,0.23978319999999997,0.052269075456581826,0.0003619827586207047,1.8999570043103524e-07,-0.12303812500000022,0.0,-0.25086669696969693,0.0,-0.030337848484848495,0.0,0.1120454393939394,0.03314303649090971,-0.0021623181818181125,0.0,-0.17332051086956524,0.0,-0.09730849999999996,0.0,0.1358863260869565,0.06795154451207126,-0.03734899999999991,0.0
46,New York Knicks,Phoenix Suns,DraftKings,111.75,108.25,NBA,-148.0,124.0,3.5,-110.0,-110.0,220.0,-110.0,-110.0,NY,PHX,102.41401398069684,111.45244461225072,New York Knicks,Phoenix Suns,18.186337100770377,15.39296762748991,2024.0,0.311453,0.688467,0.41374099999999997,0.569097,0.36735200000000007,0.6326479999999999,0.14757699999999999,0.158427,0.26616399999999996,0.41067,0.16763699999999998,0.185377,0.239415,0.37428000000000006,0.0,0.047547000000000006,0.0,0.0,0.02006,0.026949999999999998,-0.4459487000000001,0.0,0.3457807000000001,0.10869481135680921,-0.23114390000000012,0.0,0.0951036999999999,0.008222467048809074,-0.5689670399999998,0.0,0.336396387096774,0.1403215362721857,-0.1753105,0.0,-0.01180418181818188,0.0,-0.16035065151515152,0.0,0.18743893939393938,0.09275205984296968,-0.21070981818181816,0.0,0.007529329268292639,0.0001859458214756066,-0.18490618181818178,0.0,0.18351170731707322,0.110459073249561
47,Brown Bears,Ohio Bobcats,DraftKings,70.5,76.0,NCAAB,190.0,-230.0,-5.5,-110.0,-110.0,146.5,-110.0,-110.0,BRWN,OHIO,58.98022943579146,82.45607851419865,Brown Bears,Ohio Bobcats,21.89607488199872,14.506484592694928,2024.0,0.251668,0.7481209999999998,0.432335,0.567454,0.18937299999999999,0.810627,0.157948,0.09372000000000003,0.274387,0.473734,0.120747,0.06341100000000001,0.30571899999999996,0.499482,0.05707999999999999,0.0,0.031332,0.025748,0.0,0.0,-0.5714972,0.0,0.4710540999999996,0.20171996829709973,-0.1920965,0.0,0.0916534,0.00763667793778182,-0.23727278947368421,0.0,0.37506909999999993,0.06116383903252605,-0.1610110909090909,0.0,-0.00046640909090911453,0.0,-0.24956787878787873,0.0,0.2743908181818182,0.1987664477105673,-0.07292106167400883,0.0,-0.09329306896551731,0.0,-0.14288613656387666,0.0,0.2118279770114942,0.07807569980992089
48,Texas Longhorns,Wyoming Cowboys,DraftKings,80.25,63.75,NCAAB,-3200.0,1400.0,16.5,-110.0,-110.0,144.0,-110.0,-110.0,TEX,WYO,74.63641565538632,73.9864679393044,Texas Longhorns,Wyoming Cowboys,11.224972160321826,18.86266153012347,2024.0,0.234814,0.764969,0.574796,0.4072289999999999,0.5114235,0.48857649999999997,0.07451500000000001,0.15619700000000003,0.5002810000000001,0.25103200000000003,0.211272,0.28148900000000004,0.35295,0.11883599999999998,0.0,0.2675040000000001,0.0,0.0,0.13675700000000002,0.12529200000000001,-0.6068906000000001,0.0,0.5064349,0.23316027994364555,0.10707159999999993,0.010422115933236347,-0.24481910000000034,0.0,-15.1230245,0.0,0.45204625,2.8608413699468747,-0.2760475,0.0,0.31099350000000014,0.25533276659154025,-0.1634253484848484,0.0,-0.03266799999999992,0.0,-0.6018496494845361,0.0,0.32954008683068015,3.0016119264162078,-0.4592439896907215,0.0,0.08695597105643993,0.2089954625414631
49,West Virginia Mountaineers,Bellarmine Knights,DraftKings,71.5,62.0,NCAAB,-520.0,390.0,9.5,-110.0,-110.0,133.5,-110.0,-110.0,WVU,BELL,78.14466580419675,53.10255573905568,West Virginia Mountaineers,Bellarmine Knights,14.459137825841024,15.214028613968974,2024.0,0.7700180000000001,0.229753,0.45837300000000003,0.5413979999999999,0.8832205,0.11677950000000004,0.347255,0.422763,0.111118,0.118635,0.398853,0.47968299999999997,0.054923,0.056942999999999994,0.0,0.108518,0.0,0.0,0.05159799999999999,0.05692,0.5170378000000002,0.24302553329894572,-0.6175187000000001,0.0,-0.13741669999999995,0.0,0.03693579999999985,0.0012402302923999909,0.2759670999999998,0.014645738515848028,-0.10968729487179482,0.0,0.10000310606060606,0.026401640025469686,-0.22557972727272724,0.0,0.20411262121212123,0.10998758004453879,-0.21521537878787877,0.0,-0.07079309374999998,0.0,-0.05825987425149701,0.0,0.07318534374999996,0.006855801010951255,-0.055997958083832344,0.0
50,Robert Morris Colonials,Fairleigh Dickinson Knights,DraftKings,79.0,74.5,NCAAB,-192.0,160.0,4.5,-110.0,-110.0,153.5,-110.0,-110.0,RMU,FDU,73.73367389598111,78.39598069814966,Robert Morris Colonials,Fairleigh Dickinson Knights,13.476081103375783,24.41038030565412,2024.0,0.36861700000000003,0.6312039999999999,0.4823119999999999,0.517509,0.431234,0.568766,0.09499200000000001,0.273625,0.38732,0.24388400000000002,0.11790199999999999,0.306226,0.35808500000000004,0.203396,0.0,0.055511000000000005,0.0,0.0,0.02291,0.032601,-0.3259043,0.0,0.22552839999999974,0.04623914473323629,-0.0871448000000003,0.0,-0.013231100000000051,0.0,-0.6607967199999999,0.0,0.29924475,0.14327587264410002,-0.2478140606060606,0.0,0.15524424242424242,0.06362604548751517,-0.0015170454545454515,0.0,-0.04252357575757573,0.0,-0.3463601052631579,0.0,0.19598525252525256,0.1521044680612526,-0.058918210526315795,0.0,0.0022333737373737284,1.975231467313121e-05
51,Orlando Magic,Charlotte Hornets,DraftKings,117.5,111.0,NBA,-265.0,215.0,6.5,-110.0,-110.0,228.5,-110.0,-110.0,ORL,CHA,115.67185321487388,108.23646235691513,Orlando Magic,Charlotte Hornets,12.947507786267517,14.497555686360403,2024.0,0.516349,0.48358200000000007,0.40975399999999995,0.5901770000000001,0.64684,0.35316000000000003,0.19547,0.320879,0.214284,0.269298,0.245618,0.391588,0.156254,0.18720299999999998,0.0,0.12085700000000002,0.0,0.0,0.050148,0.07070900000000001,-0.015667100000000156,0.0,-0.08447779999999983,0.0,-0.23951660000000008,0.0,0.1393717000000001,0.01765860978262732,-0.289034,0.0,0.05230418604651166,0.005881814937674425,-0.10927621212121211,0.0,-0.08333569696969692,0.0,0.06363619696969702,0.010690853090982444,-0.0074830606060605764,0.0,-0.2171930429447853,0.0,-0.012158375249501002,0.0,0.018329104294478538,0.0005476083847077304,0.024968069860279413,0.003123256607864441
52,Indiana Hoosiers,Harvard Crimson,DraftKings,73.25,66.25,NCAAB,-310.0,250.0,7.0,-110.0,-110.0,139.5,-110.0,-110.0,IU,HARV,70.89642216848493,70.02677600305647,Indiana Hoosiers,Harvard Crimson,15.860853276752378,11.278297743897348,2024.0,0.366553,0.6136569999999999,0.528975,0.470739,0.5176205,0.48237949999999996,0.24390500000000004,0.12264800000000001,0.274041,0.339616,0.32153299999999996,0.185835,0.196452,0.275389,0.0,0.12131099999999999,0.0,0.0,0.066599,0.054712,-0.3302387,0.0,0.18867969999999978,0.03236366290189992,0.010847499999999899,0.00010697114204545299,-0.11144809999999994,0.0,-0.9777559499999999,0.0,0.27533129999999995,0.1895183118992249,-0.042494621212121164,0.0,-0.0009434696969697343,0.0,-0.20968230303030302,0.0,0.08947054545454541,0.021133143250385435,-0.12482686842105267,0.0,0.05498228169014083,0.017170931383170693,-0.3497998684210527,0.0,0.1478166408450704,0.12410663288489263
53,San Francisco Dons,Minnesota Golden Gophers,DraftKings,71.0,66.5,NCAAB,-192.0,160.0,4.5,-110.0,-110.0,137.5,-110.0,-110.0,SF,MINN,60.32467743411779,75.15803156769803,San Francisco Dons,Minnesota Golden Gophers,25.968570747476008,16.747139059154748,2024.0,0.27660699999999994,0.7233050000000001,0.493351,0.506561,0.328473,0.671527,0.188686,0.087921,0.30466499999999996,0.41864,0.21492,0.107529,0.271649,0.393766,0.0,0.045841999999999994,0.0,0.0,0.026234,0.019608,-0.5191253000000001,0.0,0.41894050000000016,0.15955558412750012,-0.06396290000000004,0.0,-0.03622189999999992,0.0,-0.9608588399999998,0.0,0.466231375,0.347794712055025,-0.11862990909090906,0.0,0.04128053030303025,0.004498776960742417,-0.25756346969696964,0.0,0.19842787878787882,0.10394636493187884,-0.19828,0.0,0.08772197979797977,0.030472777129121595,-0.36219257894736845,0.0,0.2406766060606061,0.22938390567121458
54,Arizona Cardinals,Los Angeles Rams,DraftKings,21.25,23.75,NFL,124.0,-148.0,-2.5,-102.0,-118.0,45.0,-112.0,-108.0,ARI,LAR,22.31011915726973,25.03177145657692,Arizona Cardinals,Los Angeles Rams,12.910179211487629,10.241379720811969,2023.0,0.405534,0.594483,0.460661,0.52721,0.36357100000000003,0.6364289999999999,0.232047,0.169026,0.22861399999999998,0.358184,0.214271,0.128714,0.23704399999999998,0.37514800000000004,0.025616000000000003,0.0,0.008429999999999998,0.016964,0.0,0.0,-0.20082131999999991,0.0,0.11597293999999997,0.011398070179867461,-0.14339868,0.0,0.016596799999999967,0.00025504978725925657,-0.14967819354838702,0.0,0.09834391999999981,0.0065348152709232225,-0.04720863636363637,0.0,-0.07994040000000002,0.0,-0.12669428469750887,0.0,0.10747462500000005,0.029570035248360025,-0.028237950617283958,0.0,-0.11454862672811061,0.0,-0.1345143987915408,0.0,0.09494530941704044,0.020102584270063527
55,Jacksonville State Gamecocks,Incarnate Word Cardinals,DraftKings,72.5,67.0,NCAAB,-278.0,225.0,5.5,-125.0,105.0,139.5,-110.0,-110.0,JVST,UIW,76.81491225283897,63.46169865279709,Jacksonville State Gamecocks,Incarnate Word Cardinals,17.49476112059455,23.13727151877104,2024.0,0.6001769999999998,0.39977199999999996,0.519325,0.48062400000000005,0.6719489999999999,0.3280510000000001,0.272262,0.327915,0.247063,0.152709,0.30822,0.357406,0.203905,0.117772,0.0,0.06544900000000001,0.0,0.0,0.03595800000000001,0.029491,0.10039824999999969,0.008063846882449955,-0.17187371428571424,0.0,-0.009417499999999968,0.0,-0.09068959999999993,0.0,-0.2400327800000004,0.0,0.029407000000000127,0.001945736210250019,-0.025991278688524577,0.0,-0.011678237113402018,0.0,0.05247032786885247,0.006717650148262298,-0.13845629209621993,0.0,-0.12414250000000004,0.0,0.050809807692307696,0.013424510100192306,-0.044215249999999984,0.0,-0.051887230769230755,0.0
