DET,GB,probability
18,18,1.31E-06
50,47,1.30E-06
49,50,1.28E-06
15,16,1.27E-06
49,3,1.27E-06
14,27,1.26E-06
13,20,1.24E-06
56,70,1.23E-06
39,5,1.22E-06
15,24,1.21E-06
70,16,1.17E-06
18,44,1.17E-06
50,39,1.14E-06
70,24,1.12E-06
16,56,1.10E-06
49,8,1.10E-06
18,40,1.08E-06
15,27,1.08E-06
50,49,1.07E-06
56,47,1.06E-06
14,14,1.04E-06
51,5,1.02E-06
18,36,1.01E-06
70,27,9.96E-07
16,70,9.81E-07
50,43,9.54E-07
56,39,9.34E-07
14,23,9.15E-07
15,14,8.96E-07
56,49,8.79E-07
18,32,8.56E-07
16,47,8.45E-07
70,14,8.27E-07
13,16,8.17E-07
15,23,7.86E-07
56,43,7.83E-07
14,31,7.80E-07
13,24,7.79E-07
16,39,7.42E-07
70,23,7.25E-07
14,34,7.10E-07
16,49,6.98E-07
13,27,6.94E-07
15,31,6.70E-07
14,21,6.62E-07
43,5,6.61E-07
14,6,6.44E-07
50,50,6.39E-07
18,56,6.38E-07
50,3,6.33E-07
16,43,6.22E-07
70,31,6.18E-07
15,34,6.10E-07
14,30,5.86E-07
13,14,5.76E-07
14,19,5.70E-07
15,21,5.68E-07
18,70,5.67E-07
70,34,5.62E-07
15,6,5.53E-07
50,8,5.48E-07
14,9,5.47E-07
14,7,5.38E-07
56,50,5.24E-07
70,21,5.24E-07
56,3,5.20E-07
70,6,5.10E-07
13,23,5.05E-07
15,30,5.03E-07
47,5,4.98E-07
15,19,4.90E-07
18,47,4.89E-07
19,5,4.86E-07
15,9,4.70E-07
70,30,4.64E-07
15,7,4.62E-07
70,19,4.52E-07
56,8,4.50E-07
14,28,4.35E-07
54,5,4.33E-07
70,9,4.33E-07
13,31,4.30E-07
18,39,4.29E-07
70,7,4.26E-07
16,50,4.17E-07
17,5,4.13E-07
16,3,4.13E-07
18,49,4.04E-07
13,34,3.92E-07
14,38,3.84E-07
15,28,3.73E-07
13,21,3.65E-07
18,43,3.60E-07
16,8,3.57E-07
13,6,3.56E-07
14,41,3.50E-07
14,22,3.47E-07
14,37,3.46E-07
70,28,3.44E-07
15,38,3.29E-07
13,30,3.24E-07
13,19,3.15E-07
14,26,3.09E-07
70,38,3.04E-07
13,9,3.02E-07
15,41,3.01E-07
15,22,2.98E-07
15,37,2.97E-07
13,7,2.97E-07
49,5,2.94E-07
14,45,2.78E-07
70,41,2.77E-07
70,22,2.75E-07
70,37,2.74E-07
15,26,2.66E-07
14,12,2.63E-07
14,25,2.52E-07
70,26,2.45E-07
18,50,2.41E-07
13,28,2.40E-07
15,45,2.39E-07
18,3,2.39E-07
14,15,2.38E-07
14,48,2.33E-07
15,12,2.25E-07
14,33,2.20E-07
70,45,2.20E-07
15,25,2.16E-07
13,38,2.12E-07
14,51,2.09E-07
70,12,2.08E-07
18,8,2.07E-07
15,15,2.04E-07
15,48,2.00E-07
70,25,1.99E-07
13,41,1.93E-07
13,22,1.91E-07
13,37,1.91E-07
15,33,1.89E-07
70,15,1.88E-07
70,48,1.85E-07
15,51,1.79E-07
14,29,1.76E-07
70,33,1.74E-07
14,35,1.72E-07
13,26,1.71E-07
14,11,1.67E-07
70,51,1.65E-07
14,54,1.58E-07
13,45,1.53E-07
14,42,1.52E-07
15,29,1.51E-07
15,35,1.48E-07
50,5,1.47E-07
13,12,1.45E-07
15,11,1.44E-07
70,29,1.40E-07
13,25,1.39E-07
70,35,1.36E-07
14,18,1.36E-07
15,54,1.35E-07
70,11,1.33E-07
13,15,1.31E-07
15,42,1.30E-07
13,48,1.29E-07
70,54,1.25E-07
13,33,1.22E-07
14,44,1.20E-07
56,5,1.20E-07
70,42,1.20E-07
15,18,1.17E-07
13,51,1.15E-07
14,40,1.12E-07
70,18,1.08E-07
14,36,1.04E-07
15,44,1.03E-07
13,29,9.73E-08
15,40,9.61E-08
16,5,9.56E-08
70,44,9.53E-08
13,35,9.51E-08
13,11,9.24E-08
15,36,8.95E-08
70,40,8.86E-08
14,32,8.84E-08
13,54,8.71E-08
13,42,8.37E-08
70,36,8.25E-08
15,32,7.59E-08
13,18,7.50E-08
70,32,7.00E-08
13,44,6.64E-08
14,56,6.59E-08
13,40,6.18E-08
14,70,5.86E-08
13,36,5.75E-08
15,56,5.66E-08
18,5,5.53E-08
70,56,5.22E-08
14,47,5.05E-08
15,70,5.03E-08
13,32,4.88E-08
70,70,4.64E-08
14,39,4.43E-08
15,47,4.33E-08
14,49,4.17E-08
70,47,4.00E-08
15,39,3.81E-08
14,43,3.71E-08
13,56,3.64E-08
15,49,3.58E-08
70,39,3.51E-08
70,49,3.30E-08
13,70,3.23E-08
15,43,3.19E-08
70,43,2.94E-08
13,47,2.79E-08
14,50,2.49E-08
14,3,2.47E-08
13,39,2.45E-08
12,13,2.37E-08
13,49,2.30E-08
12,10,2.23E-08
15,50,2.14E-08
14,8,2.13E-08
15,3,2.12E-08
12,17,2.09E-08
13,43,2.05E-08
12,20,1.97E-08
70,50,1.97E-08
70,3,1.95E-08
15,8,1.83E-08
70,8,1.69E-08
13,50,1.37E-08
13,3,1.36E-08
12,16,1.30E-08
12,24,1.24E-08
13,8,1.18E-08
12,27,1.10E-08
12,14,9.15E-09
12,23,8.02E-09
12,31,6.83E-09
12,34,6.22E-09
12,21,5.80E-09
14,5,5.71E-09
12,6,5.64E-09
12,30,5.14E-09
12,19,5.00E-09
15,5,4.90E-09
12,9,4.79E-09
12,7,4.71E-09
70,5,4.52E-09
12,28,3.81E-09
12,38,3.36E-09
13,5,3.15E-09
12,41,3.07E-09
12,22,3.04E-09
12,37,3.03E-09
12,26,2.71E-09
12,45,2.44E-09
12,12,2.30E-09
12,25,2.20E-09
10,13,2.15E-09
12,15,2.08E-09
12,48,2.04E-09
10,10,2.02E-09
12,33,1.93E-09
10,17,1.90E-09
12,51,1.83E-09
10,20,1.79E-09
11,13,1.79E-09
11,10,1.68E-09
11,17,1.58E-09
12,29,1.54E-09
12,35,1.51E-09
11,20,1.49E-09
12,11,1.47E-09
12,54,1.38E-09
12,42,1.33E-09
12,18,1.19E-09
10,16,1.18E-09
10,24,1.12E-09
12,44,1.05E-09
10,27,1.00E-09
12,40,9.80E-10
11,16,9.78E-10
11,24,9.33E-10
12,36,9.13E-10
11,27,8.31E-10
10,14,8.30E-10
12,32,7.75E-10
10,23,7.28E-10
11,14,6.90E-10
10,31,6.20E-10
11,23,6.05E-10
12,56,5.77E-10
10,34,5.65E-10
10,21,5.26E-10
11,31,5.16E-10
12,70,5.13E-10
10,6,5.12E-10
11,34,4.69E-10
10,30,4.66E-10
10,19,4.53E-10
12,47,4.42E-10
11,21,4.37E-10
10,9,4.35E-10
10,7,4.27E-10
11,6,4.26E-10
12,39,3.88E-10
11,30,3.88E-10
11,19,3.77E-10
12,49,3.65E-10
11,9,3.62E-10
11,7,3.55E-10
10,28,3.46E-10
12,43,3.25E-10
10,38,3.05E-10
11,28,2.87E-10
10,41,2.79E-10
10,22,2.76E-10
10,37,2.75E-10
11,38,2.54E-10
10,26,2.46E-10
11,41,2.32E-10
11,22,2.29E-10
11,37,2.29E-10
10,45,2.21E-10
12,50,2.18E-10
12,3,2.16E-10
10,12,2.09E-10
11,26,2.04E-10
10,25,2.00E-10
10,15,1.89E-10
12,8,1.87E-10
10,48,1.86E-10
11,45,1.84E-10
10,33,1.75E-10
11,12,1.74E-10
11,25,1.66E-10
10,51,1.66E-10
11,15,1.57E-10
11,48,1.54E-10
11,33,1.46E-10
10,29,1.40E-10
11,51,1.38E-10
10,35,1.37E-10
10,11,1.33E-10
10,54,1.25E-10
10,42,1.21E-10
11,29,1.17E-10
11,35,1.14E-10
11,11,1.11E-10
10,18,1.08E-10
11,54,1.04E-10
11,42,1.00E-10
10,44,9.57E-11
11,18,8.98E-11
10,40,8.90E-11
10,36,8.29E-11
11,44,7.96E-11
11,40,7.40E-11
10,32,7.03E-11
11,36,6.89E-11
11,32,5.84E-11
10,56,5.24E-11
12,5,5.00E-11
10,70,4.66E-11
11,56,4.36E-11
10,47,4.01E-11
11,70,3.87E-11
10,39,3.53E-11
11,47,3.34E-11
10,49,3.32E-11
10,43,2.95E-11
11,39,2.93E-11
11,49,2.76E-11
11,43,2.46E-11
9,13,2.20E-11
9,10,2.07E-11
10,50,1.98E-11
10,3,1.96E-11
9,17,1.94E-11
9,20,1.83E-11
10,8,1.70E-11
11,50,1.65E-11
11,3,1.63E-11
11,8,1.41E-11
9,16,1.21E-11
9,24,1.15E-11
9,27,1.02E-11
9,14,8.50E-12
9,23,7.45E-12
9,31,6.35E-12
9,34,5.78E-12
9,21,5.39E-12
9,6,5.25E-12
9,30,4.77E-12
9,19,4.64E-12
10,5,4.54E-12
9,9,4.46E-12
9,7,4.38E-12
11,5,3.77E-12
9,28,3.54E-12
9,38,3.12E-12
9,41,2.85E-12
9,22,2.83E-12
9,37,2.82E-12
9,26,2.52E-12
9,45,2.26E-12
9,12,2.14E-12
9,25,2.05E-12
9,15,1.94E-12
9,48,1.90E-12
9,33,1.79E-12
9,51,1.70E-12
9,29,1.44E-12
9,35,1.40E-12
9,11,1.36E-12
9,54,1.28E-12
9,42,1.23E-12
9,18,1.11E-12
9,44,9.80E-13
9,40,9.11E-13
9,36,8.48E-13
9,32,7.20E-13
9,56,5.37E-13
9,70,4.77E-13
9,47,4.11E-13
9,39,3.61E-13
9,49,3.40E-13
9,43,3.03E-13
9,50,2.03E-13
9,3,2.01E-13
9,8,1.74E-13
9,5,4.65E-14
8,13,2.12E-14
8,10,1.99E-14
8,17,1.87E-14
8,20,1.76E-14
8,16,1.16E-14
8,24,1.10E-14
8,27,9.84E-15
8,14,8.17E-15
8,23,7.16E-15
8,31,6.10E-15
8,34,5.56E-15
7,13,5.45E-15
8,21,5.18E-15
7,10,5.13E-15
8,6,5.04E-15
7,17,4.81E-15
8,30,4.59E-15
7,20,4.54E-15
8,19,4.46E-15
8,9,4.28E-15
8,7,4.21E-15
8,28,3.40E-15
8,38,3.00E-15
7,16,2.98E-15
7,24,2.85E-15
8,41,2.74E-15
8,22,2.71E-15
8,37,2.71E-15
7,27,2.54E-15
8,26,2.42E-15
8,45,2.18E-15
7,14,2.10E-15
8,12,2.05E-15
8,25,1.97E-15
8,15,1.86E-15
7,23,1.85E-15
8,48,1.83E-15
8,33,1.72E-15
8,51,1.63E-15
7,31,1.57E-15
7,34,1.43E-15
8,29,1.38E-15
8,35,1.35E-15
7,21,1.33E-15
8,11,1.31E-15
7,6,1.30E-15
8,54,1.23E-15
8,42,1.19E-15
7,30,1.18E-15
7,19,1.15E-15
7,9,1.10E-15
7,7,1.08E-15
8,18,1.06E-15
8,44,9.42E-16
7,28,8.77E-16
8,40,8.76E-16
8,36,8.15E-16
7,38,7.73E-16
7,41,7.06E-16
7,22,6.99E-16
7,37,6.98E-16
8,32,6.92E-16
7,26,6.23E-16
7,45,5.60E-16
7,12,5.29E-16
8,56,5.16E-16
7,25,5.07E-16
7,15,4.80E-16
7,48,4.70E-16
8,70,4.59E-16
7,33,4.44E-16
7,51,4.21E-16
8,47,3.95E-16
7,29,3.55E-16
7,35,3.47E-16
8,39,3.47E-16
7,11,3.37E-16
8,49,3.26E-16
7,54,3.18E-16
7,42,3.06E-16
8,43,2.91E-16
7,18,2.74E-16
7,44,2.43E-16
7,40,2.26E-16
7,36,2.10E-16
8,50,1.95E-16
8,3,1.93E-16
7,32,1.78E-16
8,8,1.67E-16
7,56,1.33E-16
7,70,1.18E-16
7,47,1.02E-16
7,39,8.94E-17
7,49,8.41E-17
7,43,7.49E-17
7,50,5.02E-17
7,3,4.97E-17
8,5,4.47E-17
7,8,4.30E-17
6,13,1.99E-17
6,10,1.87E-17
6,17,1.75E-17
6,20,1.65E-17
7,5,1.15E-17
6,16,1.09E-17
6,24,1.04E-17
6,27,9.24E-18
6,14,7.67E-18
6,23,6.72E-18
6,31,5.73E-18
6,34,5.21E-18
6,21,4.86E-18
6,6,4.73E-18
6,30,4.31E-18
6,19,4.19E-18
6,9,4.02E-18
6,7,3.95E-18
6,28,3.19E-18
6,38,2.82E-18
6,41,2.57E-18
6,22,2.55E-18
6,37,2.54E-18
6,26,2.27E-18
6,45,2.04E-18
6,12,1.93E-18
6,25,1.85E-18
6,15,1.75E-18
6,48,1.71E-18
6,33,1.62E-18
6,51,1.53E-18
6,29,1.29E-18
6,35,1.27E-18
6,11,1.23E-18
6,54,1.16E-18
6,42,1.11E-18
6,18,9.98E-19
6,44,8.84E-19
6,40,8.22E-19
6,36,7.65E-19
6,32,6.49E-19
6,56,4.84E-19
6,70,4.30E-19
6,47,3.71E-19
6,39,3.26E-19
6,49,3.06E-19
6,43,2.73E-19
6,50,1.83E-19
6,3,1.81E-19
6,8,1.57E-19
6,5,4.19E-20
5,13,9.21E-23
5,10,8.66E-23
5,17,8.13E-23
5,20,7.67E-23
5,16,5.04E-23
5,24,4.81E-23
5,27,4.28E-23
5,14,3.56E-23
5,23,3.12E-23
5,31,2.66E-23
5,34,2.42E-23
5,21,2.25E-23
5,6,2.19E-23
5,30,2.00E-23
5,19,1.94E-23
5,9,1.86E-23
5,7,1.83E-23
5,28,1.48E-23
5,38,1.31E-23
5,41,1.19E-23
5,22,1.18E-23
5,37,1.18E-23
5,26,1.05E-23
5,45,9.47E-24
5,12,8.94E-24
5,25,8.57E-24
5,15,8.10E-24
5,48,7.95E-24
5,33,7.51E-24
5,51,7.11E-24
5,29,6.01E-24
5,35,5.87E-24
5,11,5.70E-24
5,54,5.37E-24
5,42,5.17E-24
5,18,4.63E-24
5,44,4.10E-24
5,40,3.81E-24
5,36,3.55E-24
5,32,3.01E-24
5,56,2.24E-24
5,70,2.00E-24
5,47,1.72E-24
5,39,1.51E-24
5,49,1.42E-24
5,43,1.27E-24
5,50,8.48E-25
5,3,8.40E-25
5,8,7.27E-25
5,5,1.95E-25
3,13,4.48E-33
3,10,4.21E-33
3,17,3.95E-33
3,20,3.72E-33
3,16,2.45E-33
3,24,2.34E-33
3,27,2.08E-33
3,14,1.73E-33
3,23,1.51E-33
3,31,1.29E-33
3,34,1.18E-33
3,21,1.09E-33
3,6,1.07E-33
3,30,9.70E-34
3,19,9.44E-34
3,9,9.05E-34
3,7,8.90E-34
3,28,7.20E-34
3,38,6.35E-34
3,41,5.80E-34
3,22,5.74E-34
3,37,5.73E-34
3,26,5.12E-34
3,45,4.60E-34
3,12,4.34E-34
3,25,4.16E-34
3,15,3.94E-34
3,48,3.86E-34
3,33,3.65E-34
3,51,3.45E-34
3,29,2.92E-34
3,35,2.85E-34
3,11,2.77E-34
3,54,2.61E-34
3,42,2.51E-34
3,18,2.25E-34
3,44,1.99E-34
3,40,1.85E-34
3,36,1.72E-34
3,32,1.46E-34
3,56,1.09E-34
3,70,9.70E-35
3,47,8.35E-35
3,39,7.34E-35
3,49,6.90E-35
3,43,6.15E-35
3,50,4.12E-35
3,3,4.08E-35
3,8,3.53E-35
3,5,9.45E-36
