,teamName,teamConference,homeDom,homeCount,homeConferenceCount,awayDom,awayCount,awayConferenceCount,conferenceGames,homeCookin,ovrDom,homeDomAdj,homeDomAdjCnt,awayDomAdj,awayDomAdjCnt,ovrDomAdj,conferenceRating,ovrRating,teamTopExpPerf,teamRegRsq,finalRating,rank
tid_38,Colorado Buffaloes,Pac-12 Conference,0.8097692615109532,5,3,0.7746064885783097,4,3,6,1.022445289102051,0.827775449953354,0.9763100233178845,5,1.015974276608294,4,1.0276150905996764,1.3892269016339898,1.0062864634127184,0.712958100540122,0.41662900319224566,0.9798288650945368,67.0
tid_290,Georgia Southern Eagles,Sun Belt Conference,1.3531582183572564,5,3,0.7165704173316028,4,2,5,1.05,1.0635606420306605,1.062299722482204,4,0.8900733140895222,4,1.0055241338890155,1.056700259437227,1.0339090100833361,0.683442313782304,0.5141602411839244,0.9791783113428811,68.0
tid_6,South Alabama Jaguars,Sun Belt Conference,0.9880316314505593,4,2,0.8344560783362127,5,3,5,1.05,0.9378457487724896,0.9111264425602477,3,0.9771573044509708,5,0.984296340229282,1.056700259437227,0.980931598825033,0.7391151937812623,0.2201682060818271,0.9789482507872908,69.0
tid_24,Stanford Cardinal,Pac-12 Conference,0.6747001156131469,4,4,0.8363944283867634,4,3,7,1.0,0.7832153152243149,1.0252180529498116,4,0.9578324202524071,4,1.0247288499490135,1.3892269016339898,0.986507562122063,0.7189954410872101,0.538422124533866,0.9714989907334399,70.0
tid_252,BYU Cougars,Big 12 Conference,1.3540180866904683,4,2,0.5801699681206101,5,4,6,1.05,0.8815800999345005,1.097281996701951,3,0.9257080680094555,5,1.02028546604107,1.2998674466859192,1.0126778322305283,0.681153953846036,0.5143497874941776,0.9657674024731873,71.0
tid_158,Nebraska Cornhuskers,Big Ten Conference,1.070413846571912,5,3,0.9092701776995312,4,3,6,1.05,1.0379564800593717,0.9783505498836236,5,0.9708277909236801,4,1.0082324235823814,1.1030920902521912,1.0343051544331954,0.6587300092264798,0.5775856869173936,0.9650811670742251,72.0
tid_324,Coastal Carolina Chanticleers,Sun Belt Conference,1.1206935519370036,4,2,0.887601067582097,5,4,6,1.05,1.0264705628166595,0.9942262269572109,3,0.9958281654951965,5,1.0291490646651502,1.056700259437227,1.033681220860004,0.6433493241477795,0.3993767079625215,0.9556576998937171,73.0
tid_356,Illinois Fighting Illini,Big Ten Conference,0.875801674233024,5,3,0.7779083793430053,4,3,6,1.05,0.8662578333993113,0.9686716849659684,5,0.9446863633916283,4,0.9905881819715389,1.1030920902521912,0.9652451032242668,0.709585398913108,0.2983693640461011,0.9538412065545606,74.0
tid_309,Louisiana Ragin' Cajuns,Sun Belt Conference,1.08749915535702,4,2,0.9039382855345315,5,3,5,1.05,1.023159884566475,0.973296248607742,3,0.9359048254469338,5,0.9821272748812621,1.056700259437227,1.0087039132093818,0.6633685151789239,0.42093384150855195,0.9533487760200604,75.0
tid_259,Virginia Tech Hokies,Atlantic Coast Conference,1.2083825986546053,5,3,0.5474304492668975,4,2,5,1.05,0.8861170945732386,1.043854730987315,5,0.8732047502931578,4,0.9971053321807416,1.1740143404738164,0.9859460251020233,0.6856218118369364,0.3115183276562313,0.952878180398551,76.0
tid_2567,SMU Mustangs,American Athletic Conference,1.4316414802913158,4,2,0.9789719805810303,5,3,5,1.05,1.2085155922291637,0.9598254551876761,3,0.9474468841865338,5,0.9845209639705101,0.7176646781921532,1.0008988293007977,0.663318148476089,0.8805322687862929,0.9488870258490602,77.0
tid_221,Pittsburgh Panthers,Atlantic Coast Conference,0.8131582249635304,5,3,0.6664087049304924,4,2,5,1.05,0.7760326337805454,0.9933680964922534,4,0.8935679800362432,4,0.9742602360915142,1.1740143404738164,0.9324303470951315,0.7331059993759517,0.0919150250778906,0.9465165174221531,78.0
tid_2459,Northern Illinois Huskies,Mid-American Conference,0.9511799002120053,4,2,0.8229750774813317,5,3,5,1.05,0.9150646476505953,0.8936859000543741,3,0.8834858817787726,5,0.9175403518940008,0.6883346910323047,0.874587241773986,0.7999916342779678,0.07494010351543104,0.9432085060752927,79.0
tid_2579,South Carolina Gamecocks,Southeastern Conference,1.0256489894446283,5,2,0.6135149825800991,4,4,6,1.05,0.8510022542828991,1.0133836087604784,4,0.944356548375261,4,1.0116051002731423,1.188165637324941,0.9817522889728483,0.6654259424743456,0.7039494109653823,0.9391450909463034,80.0
tid_154,Wake Forest Demon Deacons,Atlantic Coast Conference,0.8923093563072316,5,3,0.8130589889074692,4,3,6,1.0476029087481882,0.8926537665783335,0.9500787024561852,4,0.9700767660095151,4,0.9927477637146638,1.1740143404738164,0.9862024008888387,0.6600484509154403,0.5389641564834263,0.9386455112021389,81.0
tid_127,Michigan State Spartans,Big Ten Conference,0.797564617910335,6,3,0.9046321297726193,3,3,6,1.0,0.8672043926592011,0.9454550260754855,5,1.016619143092859,3,1.004652750455944,1.1030920902521912,0.9724272551159172,0.67080895801808,0.5928523716643574,0.9367969388204792,82.0
tid_68,Boise State Broncos,Mountain West Conference,1.1149834914827135,4,2,0.8414038902896215,5,3,5,1.05,0.9941782317749781,0.9912418384356391,3,0.9200791499153116,5,0.9783948925971456,0.7328715294396162,0.9381879040012207,0.7005518208145505,0.5562892173766184,0.9329140890607821,83.0
tid_98,Western Kentucky Hilltoppers,Conference USA,1.1130726068087322,4,2,0.9439417179685436,5,3,5,1.05,1.0589561523629458,0.9405332040980043,3,0.9531713919875731,5,0.9807385547237404,0.8134735007569761,0.9761124852852274,0.6569976684545153,0.8463959355444518,0.9311445375608514,84.0
tid_84,Indiana Hoosiers,Big Ten Conference,0.8846138669788884,6,3,0.6003313844474623,3,3,6,1.05,0.8105000725931133,0.9565360889634295,5,0.9296413303798203,3,0.9786168931107535,1.1030920902521912,0.9383525052000182,0.6864965520813273,0.4581582136133474,0.9254790725399256,85.0
tid_349,Army Black Knights,FBS Independents,0.7993417921993071,4,0,0.9392587761216926,5,0,0,1.0,0.9115299087507498,0.8296013609117301,3,0.9671991765470593,5,0.9442338582236645,0.8365889247708663,0.9153533879697952,0.708395911194998,0.15865016401541296,0.9233265891670537,86.0
tid_239,Baylor Bears,Big 12 Conference,0.7141814596602072,7,4,0.8919196525566441,2,2,6,1.0,0.7823066880525972,0.933760069053357,6,1.010576116539185,2,0.9848606951881668,1.2998674466859192,0.95609917675813,0.662099516032179,0.25190386614538174,0.9224922421701915,87.0
tid_2433,UL Monroe Warhawks,Sun Belt Conference,0.8593417858382472,5,3,0.6481206036220856,4,3,6,1.05,0.7903823055955285,0.8958615411733706,4,0.8851493966665476,4,0.9208413435498867,1.056700259437227,0.8961969456679794,0.7293445408901817,0.03451046674513197,0.9223735023466187,88.0
tid_2439,UNLV Rebels,Mountain West Conference,1.2366027975547513,4,2,1.0105534950386588,5,3,5,1.05,1.152509127236998,0.9245684238747379,3,0.9389295110893324,5,0.9653367486750302,0.7328715294396162,0.978961325566894,0.6363743427368029,0.8236810635771722,0.920949960328408,89.0
tid_344,Mississippi State Bulldogs,Southeastern Conference,0.8195643188380046,6,3,0.7592908824011473,3,3,6,1.0389327311292282,0.8329999395647495,0.9521473106436824,5,0.9349517490930528,3,0.9778947500885887,1.188165637324941,0.9584009329007448,0.656427829668973,0.3214290846182655,0.9206504685422033,90.0
tid_242,Rice Owls,American Athletic Conference,0.9710255975862317,6,3,0.8424313503880474,3,2,5,1.05,0.965573873104286,0.8901954929512437,5,0.8983972225871545,3,0.9237088278853857,0.7176646781921532,0.8996142516260488,0.720719657316619,0.27008811358373663,0.920093559997178,91.0
tid_2636,UTSA Roadrunners,American Athletic Conference,1.0856948980114076,4,2,0.9647130045309888,5,3,5,1.05,1.0600409470204175,0.9349627305902368,4,0.9279113282798417,5,0.9627727857760172,0.7176646781921532,0.9474647499208935,0.6666476794492149,0.46360901804101695,0.9200004361831813,92.0
tid_2117,Central Michigan Chippewas,Mid-American Conference,1.2483963227106438,4,3,0.655297305452727,5,2,5,1.05,0.9098396551913428,0.9361886040674169,3,0.7897304106721357,5,0.8704455705355866,0.6883346910323047,0.85022209934714,0.77881615815175,0.05747622445768235,0.917455614345617,93.0
tid_193,Miami (OH) RedHawks,Mid-American Conference,1.1347362269814525,3,2,1.0842765984018843,6,3,5,1.0230042023925539,1.1477445604058096,0.9287464503854043,2,0.9569629299669854,6,0.9822040087301851,0.6883346910323047,0.9758638367814483,0.6222263170354974,0.6650140898649752,0.910970960030424,94.0
tid_2132,Cincinnati Bearcats,Big 12 Conference,0.8319777835997428,6,4,0.7984998822244195,3,2,6,1.020747762246125,0.8556306207945414,0.9481347769493994,5,0.9519171322183567,3,0.981916484357773,1.2998674466859192,0.9836091847155555,0.6145481646628408,0.52332989398174,0.9107675812575364,95.0
tid_55,Jacksonville State Gamecocks,Conference USA,1.085062221280257,5,3,0.9456141486296127,5,3,6,1.05,1.0560987184609159,0.9464528597344701,4,0.9140181368973579,5,0.9599345700379198,0.8134735007569761,0.9648346803246806,0.6276728037064048,0.5210212077803325,0.9079390928991189,96.0
tid_276,Marshall Thundering Herd,Sun Belt Conference,1.0196303064143275,4,2,0.6866753622055611,5,3,5,1.05,0.8534516253737604,1.046473753650521,3,0.8732106538815786,5,0.9663925945193541,1.056700259437227,0.9418933950178406,0.6474490870610838,0.3482474410292035,0.9060975327714178,97.0
tid_58,South Florida Bulls,American Athletic Conference,0.8955954963736668,4,2,0.7886959449173364,5,3,5,1.05,0.8700899928639593,0.8920004999754265,3,0.8246073015112183,5,0.8782081661848259,0.7176646781921532,0.8472542147740667,0.7587842584943599,0.06469292629445579,0.9060396751120605,98.0
tid_36,Colorado State Rams,Mountain West Conference,0.7533568226166183,4,2,0.8939580460919985,5,3,5,1.0,0.8637893289470505,0.8444955195617219,3,0.8976955578718119,5,0.9072683342428106,0.7328715294396162,0.8620818051454203,0.722603407243706,0.08866546282728914,0.8978023489690382,99.0
tid_77,Northwestern Wildcats,Big Ten Conference,0.9753666028788357,6,4,0.5660580431617362,3,2,6,1.05,0.8482407308636435,0.9925822537821357,5,0.8621564569413677,3,0.9735985598857039,1.1030920902521912,0.9502509516379027,0.6164820017496186,0.4694575562568486,0.893228962743397,100.0
tid_2426,Navy Midshipmen,American Athletic Conference,0.9377844975582635,4,2,0.7563064969418759,4,3,5,1.05,0.878052843214155,0.8443534542867666,3,0.8129159132399767,4,0.8544053954878584,0.7176646781921532,0.8382350569552272,0.6957000952979375,0.1346683974075372,0.8695207794596157,101.0
tid_23,San José State Spartans,Mountain West Conference,0.9120904465861751,4,2,0.9795124916085602,5,3,5,1.0,0.9893838726008449,0.9209923469432423,3,0.9315853309754749,5,0.9592156004336803,0.7328715294396162,0.9274511625448021,0.5825140229111332,0.8237917038671668,0.8605752103489042,102.0
tid_2032,Arkansas State Red Wolves,Sun Belt Conference,0.9527936186836441,5,3,0.780602344452662,4,2,5,1.05,0.9091675932610525,0.9365147509736207,4,0.9329853301910699,4,0.9666089081856882,1.056700259437227,0.9620671013564526,0.551266963804641,0.5645295622645394,0.8605173932792164,103.0
tid_189,Bowling Green Falcons,Mid-American Conference,0.990530934275404,4,3,0.7697101372707786,5,2,5,1.05,0.8977020894855652,0.8222052348921415,3,0.9193362972230832,5,0.9116857530861696,0.6883346910323047,0.8662434323328912,0.6447518577852664,0.3645480164168141,0.8602658076932351,104.0
tid_183,Syracuse Orange,Atlantic Coast Conference,1.0145615201370377,5,2,0.6216007964595291,4,3,5,1.05,0.8508158402707632,0.9623574549196781,4,0.8880398731168642,4,0.9559617487185061,1.1740143404738164,0.9523962921585487,0.5587101381514703,0.6663678806300326,0.8599176959343074,105.0
tid_2393,Middle Tennessee Blue Raiders,Conference USA,1.0457317080014956,4,2,0.6528770595163107,5,3,5,1.05,0.8392280824097884,0.8770383690339227,3,0.9007946684888215,5,0.922208618237494,0.8134735007569761,0.8759349229756886,0.6326643012840683,0.4119743751300212,0.8594964450862006,106.0
tid_21,San Diego State Aztecs,Mountain West Conference,0.8747517754088404,6,3,0.7547047182405195,3,2,5,1.05,0.8682320035056694,0.861512253119727,5,0.8903830058717592,3,0.90195695045582,0.7328715294396162,0.8610257883849842,0.648365697935249,0.3602217911481106,0.8590715870827403,107.0
tid_151,East Carolina Pirates,American Athletic Conference,0.8610781595024802,5,3,0.6389429932022407,4,2,5,1.05,0.786269575008376,0.8501717342165548,4,0.8580058188990398,4,0.8831907706227162,0.7176646781921532,0.8214441272960794,0.6834110757508053,0.13625974488439505,0.8529258372900762,108.0
tid_2440,Nevada Wolf Pack,Mountain West Conference,0.7389367684873127,4,3,0.7342513624664129,4,2,5,1.0031855270440861,0.7679734965279295,0.8391978784114694,4,0.9118927520574236,4,0.9046074186379555,0.7328715294396162,0.8277327540609603,0.6617409191318564,0.21346879040330755,0.8458647533306028,109.0
tid_2006,Akron Zips,Mid-American Conference,0.7943148413317397,4,3,0.7123087206240158,5,2,5,1.05,0.7795097441602902,0.7386088183875706,3,0.8115793691641259,5,0.8101088595138505,0.6883346910323047,0.7790263826610746,0.7224819849689826,0.039030279785282736,0.8447997104641879,110.0
tid_113,Massachusetts Minutemen,FBS Independents,0.6779480422064117,5,0,0.8081861472943974,5,0,0,1.0,0.7717455249962001,0.7668648274864298,4,0.9348656632343936,5,0.8852573772112438,0.8365889247708663,0.8384648320156187,0.6422715288931533,0.10300478403328607,0.8423062575226399,111.0
tid_2509,Purdue Boilermakers,Big Ten Conference,0.7180280864731644,5,3,0.6674370863965515,4,3,6,1.037207262150358,0.7247011253789016,0.9094688082224399,5,0.9324541712310939,4,0.9509584067696724,1.1030920902521912,0.8911327072530351,0.5789679234815899,0.3899933802053303,0.8381444614102698,112.0
tid_2534,Sam Houston Bearkats,Conference USA,0.9331076776655687,5,3,0.5777913053855606,4,2,5,1.05,0.7862055089814904,0.911429964252916,4,0.8430783289660218,4,0.9064663540757709,0.8134735007569761,0.8497381615852931,0.6213546533695828,0.22390069626548742,0.8379122574872662,113.0
tid_2638,UTEP Miners,Conference USA,0.7177585380396668,5,3,0.8056056027244926,5,3,6,1.0,0.7928127684926646,0.7984562331143347,4,0.8915435029963011,5,0.8778363020312245,0.8134735007569761,0.8385472992847036,0.6238903325604073,0.14608089003932942,0.8326289156198927,114.0
tid_2572,Southern Miss Golden Eagles,Sun Belt Conference,0.8766402563849822,5,3,0.6350669675590698,4,3,6,1.05,0.7919879299720716,0.9129987267006605,4,0.8879341986716632,4,0.9310683245970791,1.056700259437227,0.9017696511839544,0.5579954011538035,0.36892153097868335,0.8317661934638461,115.0
tid_2199,Eastern Michigan Eagles,Mid-American Conference,1.0945102509589062,5,3,0.7220001499426991,4,2,5,1.05,0.948498597728398,0.8506214523939551,4,0.8305610932618189,4,0.8691806147814491,0.6883346910323047,0.8614707557415333,0.5763286189515666,0.30455355389938066,0.8197926980884913,116.0
tid_2229,Florida International Panthers,Conference USA,0.7116739024598626,5,3,1.0122944349322422,4,3,6,1.0,0.8677861697253598,0.7930446821867615,4,0.903308759616294,4,0.8752316496762521,0.8134735007569761,0.8629050275192576,0.5631040639548575,0.28523247992571554,0.8130268946160192,117.0
tid_328,Utah State Aggies,Mountain West Conference,0.9412975246167496,4,2,0.7097779863574047,5,3,5,1.05,0.8389451726482966,0.9237968726178885,3,0.8322788368165606,5,0.8949840376521552,0.7328715294396162,0.8479368228912125,0.5625284395293166,0.44169033751829395,0.8042064254526535,118.0
tid_2226,Florida Atlantic Owls,American Athletic Conference,0.963179352378174,4,2,0.8874958491364922,5,3,5,1.041766569629184,0.9595828331876043,0.8488294899177625,3,0.883706997508716,5,0.9001324749736623,0.7176646781921532,0.8862188493904362,0.5208811599568746,0.5016802951837978,0.8007771966580332,119.0
tid_2050,Ball State Cardinals,Mid-American Conference,0.9224163044208502,4,2,0.5972623103527526,5,3,5,1.05,0.7554043539712576,0.8901801666122262,3,0.803546696423406,5,0.8634600370007081,0.6883346910323047,0.7958921865145471,0.6116979581140882,0.17708689417000062,0.8006063029595671,120.0
tid_2348,Louisiana Tech Bulldogs,Conference USA,0.8306882637258151,5,3,0.666183869692158,5,3,6,1.05,0.7755973331811544,0.8274307456718004,4,0.8312061626283243,5,0.8578001499388481,0.8134735007569761,0.822878557172952,0.579383133104552,0.1557725097908167,0.799244091413786,121.0
tid_2429,Charlotte 49ers,American Athletic Conference,0.724115696620563,4,2,0.7503047588036897,5,3,5,1.0,0.7700168919673845,0.7722961272895178,3,0.8510529402433551,5,0.8485899444506305,0.7176646781921532,0.7996058618227281,0.6040194987895743,0.15107078541783944,0.7987991845413036,122.0
tid_62,Hawai'i Rainbow Warriors,Mountain West Conference,0.7460208651746573,5,2,0.6286479401133779,5,3,5,1.05,0.7140020339019931,0.8200627646744395,4,0.8062761093096796,5,0.84006413641274,0.7328715294396162,0.77851567769992,0.6161595564711315,0.10790284914605584,0.7923724023051004,123.0
tid_41,UConn Huskies,FBS Independents,0.707428922555965,5,0,0.6670860221980505,4,0,0,1.029794304181604,0.7185702953017248,0.8378146485961403,5,0.8801951677008862,4,0.8855822971558892,0.8365889247708663,0.8188975734419777,0.5687059095561795,0.3269959059647008,0.791014591561122,124.0
tid_238,Vanderbilt Commodores,Southeastern Conference,0.7404608698048414,6,4,0.5898837335578799,4,2,6,1.05,0.704900874277291,0.8996649935141949,5,0.857162374181924,4,0.9105329917721965,1.188165637324941,0.874735408648384,0.5145412946949011,0.5766012489658028,0.7906527138062936,125.0
tid_5,UAB Blazers,American Athletic Conference,0.965416689741162,5,3,0.5923165280328806,4,2,5,1.05,0.8101049013599532,0.8956472034367063,4,0.855362943950679,4,0.9051066953511802,0.7176646781921532,0.8398929190306145,0.5364987830924728,0.43116479215422443,0.7846093807868315,126.0
tid_202,Tulsa Golden Hurricane,American Athletic Conference,0.8535941785102233,5,3,0.6413070063523483,4,2,5,1.05,0.7837510220425911,0.8361894998936802,4,0.8413935096151132,4,0.8673772123099499,0.7176646781921532,0.8131868029930994,0.5589657839860884,0.44529583921507465,0.7822758636483962,127.0
tid_218,Temple Owls,American Athletic Conference,0.8208936510339901,6,3,0.5299316187414608,3,2,5,1.05,0.7396928523145482,0.8346042306816738,5,0.7262445252728074,3,0.8191954189193827,0.7176646781921532,0.7751834808653376,0.5970122134428283,0.10825313674531796,0.7804186507892393,128.0
tid_249,North Texas Mean Green,American Athletic Conference,0.8248172420254853,5,3,0.841599013181015,4,2,5,1.0,0.8676922452845987,0.8365932087050489,4,0.8500151923013609,4,0.8720202813833184,0.7176646781921532,0.8434878077413459,0.5228576644370033,0.36109337634747596,0.7785604261539306,129.0
tid_2711,Western Michigan Broncos,Mid-American Conference,1.0366319556447128,3,2,0.7405227614537805,6,3,5,1.05,0.8636822988295273,0.8519927805578048,2,0.8764405582840721,6,0.8999262155028592,0.6883346910323047,0.8496265660326476,0.5092215091124146,0.366409051988472,0.7737331312926197,130.0
tid_167,New Mexico Lobos,Mountain West Conference,0.8093285110049603,5,3,0.6967571018687346,4,2,5,1.05,0.7894722326557373,0.8118545239940865,4,0.8248375909340997,4,0.8462124382692812,0.7328715294396162,0.8079726246299156,0.5089312320100816,0.258941361250004,0.750573586579407,131.0
tid_2084,Buffalo Bulls,Mid-American Conference,0.7642467670048909,3,2,0.7570062635227149,5,3,5,1.0047709463628416,0.7920817148412637,0.8441398914486642,3,0.8355714961769878,5,0.8673637026432022,0.6883346910323047,0.8103959152910298,0.5052730646655661,0.4107599554392649,0.7497568681129915,132.0
tid_2309,Kent State Golden Flashes,Mid-American Conference,0.7991181757779595,3,2,0.5998736549550835,6,3,5,1.05,0.6881721226700465,0.7368238350754165,2,0.795498278400645,6,0.8070053690481288,0.6883346910323047,0.7458941415768321,0.56670005258111,0.10318868746374012,0.74686011419136,133.0
